date,enhancement,bug,churn,gc,bc,dc,bm,lm
2015-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-29,74.0,0.0,78.0,7.0,0.0,1.0,1.0,5.0
2015-10-31,0.0,5848.0,156599.0,799.0,21.0,27.0,84.0,1217.0
2015-11-01,1285.0,0.0,29853.0,294.0,8.0,3.0,35.0,394.0
2015-11-05,14.0,0.0,234.0,2.0,0.0,0.0,0.0,1.0
2015-11-07,187.0,0.0,1353.0,11.0,0.0,0.0,2.0,9.0
2015-11-09,92.0,0.0,1353.0,11.0,0.0,0.0,2.0,9.0
2015-11-12,158.0,0.0,541.0,9.0,0.0,0.0,1.0,5.0
2015-11-13,123.0,0.0,546.0,9.0,0.0,0.0,1.0,5.0
2015-11-15,43.0,0.0,535.0,8.0,0.0,0.0,1.0,4.0
2015-11-16,0.0,18.0,323.0,1.0,0.0,0.0,1.0,1.0
2015-11-18,0.0,9205.0,170594.0,855.0,22.0,28.0,87.0,1281.0
2015-11-19,16746.0,0.0,154905.0,782.0,21.0,28.0,80.0,1201.0
2015-11-20,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2015-11-21,18555.0,0.0,170802.0,857.0,22.0,28.0,88.0,1284.0
2015-11-22,6201.0,0.0,171367.0,872.0,22.0,28.0,88.0,1288.0
2015-11-29,0.0,6311.0,171959.0,880.0,22.0,28.0,90.0,1294.0
2015-12-05,2403.0,0.0,171927.0,891.0,22.0,28.0,93.0,1304.0
2015-12-10,19466.0,0.0,173975.0,892.0,22.0,28.0,92.0,1314.0
2015-12-21,0.0,234.0,8853.0,143.0,5.0,1.0,17.0,221.0
2015-12-22,867.0,0.0,6428.0,100.0,3.0,5.0,11.0,142.0
2015-12-23,0.0,0.0,4523.0,74.0,3.0,1.0,10.0,117.0
2015-12-24,2296.0,0.0,129597.0,563.0,15.0,24.0,56.0,900.0
2015-12-25,934.0,0.0,4391.0,72.0,3.0,1.0,9.0,114.0
2015-12-27,13506.0,0.0,154618.0,760.0,18.0,28.0,73.0,1124.0
2016-01-22,6865.0,0.0,137307.0,544.0,14.0,25.0,50.0,871.0
2016-05-14,3879.0,0.0,70703.0,388.0,5.0,11.0,35.0,585.0
2016-05-21,0.0,2034.0,73124.0,395.0,5.0,10.0,36.0,603.0
2016-06-25,0.0,3519.0,67665.0,364.0,4.0,9.0,33.0,561.0
